LeaveVote,gender,age,edlevel,hhincome,econPersonalRetro1,EuropeanIdentity,EnglishIdentity,BritishIdentity,PolMistrust,GovDisapproval,PopulismScale,ConVote,LabVote,LibVote,SNPPCVote,UKIP,euUKNotRich,euNotPreventWar,FreeTradeBad,euParlOverRide1,euUndermineIdentity1,lessEUmigrants,effectsEUTrade1,effectsEUImmigrationLower
1,2,27,4,3,3,2,4,5,5,5,16,0,1,0,0,0,3,2,3,5,3,5,3,3
1,2,54,5,6,2,3,7,7,6,2,15,1,0,0,0,0,4,3,1,3,4,7,3,4
0,1,71,5,7,3,7,7,7,2,4,15,0,1,1,0,0,1,1,1,1,1,5,2,3
1,2,49,3,4,3,1,1,6,7,4,15,0,1,0,0,0,3,4,2,5,4,7,3,4
0,2,24,4,4,4,3,4,4,5,4,17,0,1,0,0,0,2,3,1,3,2,3,2,4
0,2,30,3,3,2,4,7,7,4,3,17,1,0,0,0,0,3,2,1,2,2,4,3,4
1,2,65,2,4,2,4,7,7,4,3,15,1,0,0,0,0,4,3,3,3,5,6,3,3
1,1,64,0,2,4,1,7,5,6,3,15,0,0,0,0,1,5,5,2,5,5,8,4,5
0,2,52,1,7,4,4,6,6,3,4,18,0,0,0,0,0,3,1,1,3,3,8,4,2
0,1,56,4,7,4,7,7,7,4,4,14,0,1,0,0,0,1,1,1,1,2,4,2,4
0,2,21,3,4,5,5,3,3,5,3,21,0,1,0,0,0,2,2,1,2,2,4,2,5
0,1,50,2,1,3,6,6,6,5,2,15,0,1,0,0,0,2,3,1,4,3,4,5,1
0,1,60,5,2,3,5,7,7,4,3,15,1,0,0,0,0,3,1,1,3,4,7,3,3
1,2,82,0,4,2,5,7,6,5,3,15,0,0,0,0,1,4,4,1,4,4,8,3,4
0,1,37,5,4,2,3,5,6,5,2,15,1,0,0,0,0,2,5,1,2,2,4,2,2
0,1,57,4,4,3,6,5,5,6,5,20,0,0,0,0,0,2,2,1,2,1,3,2,3
1,2,71,4,2,3,3,7,7,3,4,15,0,1,1,0,0,4,2,2,5,4,7,4,4
1,2,68,4,5,3,1,1,4,4,3,20,0,0,0,1,0,3,3,2,5,4,5,5,4
1,2,47,3,3,2,1,7,6,5,3,15,1,0,0,0,0,3,4,1,4,4,8,3,5
0,1,54,4,6,3,4,5,5,3,5,10,0,1,1,0,0,3,4,1,2,1,5,2,3
0,1,65,4,4,4,2,1,7,6,3,15,1,0,0,0,0,2,2,1,5,4,6,4,5
1,2,68,0,2,3,1,7,7,7,4,15,0,0,0,0,1,4,3,1,5,5,6,5,5
0,1,56,5,3,2,7,7,7,6,5,15,0,1,0,0,0,2,1,1,2,2,5,3,3
0,2,67,4,4,4,7,3,5,5,4,15,0,1,0,0,0,2,2,1,2,3,1,2,3
1,2,48,2,5,2,2,7,7,4,2,15,1,0,0,0,0,3,3,1,4,4,7,2,4
0,1,27,3,4,3,5,1,2,4,5,15,0,0,0,1,0,3,1,1,2,2,0,3,3
0,1,54,4,5,4,4,1,3,6,2,15,0,0,0,1,0,2,2,1,3,3,2,2,3
1,1,26,3,3,3,2,7,5,5,5,15,0,1,0,0,0,3,3,1,4,2,3,3,4
1,1,35,4,7,4,1,1,7,2,2,15,0,0,0,1,0,3,2,1,4,3,7,4,5
0,2,59,4,2,3,5,4,5,5,4,15,0,1,0,0,0,2,2,1,2,2,5,2,4
1,1,38,0,3,3,1,7,7,6,4,20,0,1,0,0,0,4,4,1,5,2,10,5,4
0,2,35,4,4,3,2,6,5,4,3,16,0,1,1,0,0,3,4,1,4,2,5,3,4
1,2,68,5,2,3,1,7,7,4,2,16,1,0,0,0,0,5,4,1,5,5,10,3,4
0,1,56,2,3,3,4,7,5,6,5,21,0,1,0,0,0,2,1,1,3,2,6,1,3
1,2,48,3,4,2,4,1,4,5,4,15,0,0,0,1,0,4,4,2,4,4,5,2,4
1,2,63,0,2,3,6,6,6,6,3,15,0,0,0,0,1,4,4,1,4,4,6,3,4
1,2,48,4,4,3,2,5,7,5,2,15,0,0,0,0,0,4,3,2,5,5,10,4,4
1,1,55,5,4,3,4,6,6,4,2,15,1,0,0,0,0,4,2,3,4,5,10,3,5
0,2,65,1,3,2,4,7,7,4,4,15,0,1,1,0,0,4,2,1,4,3,10,2,2
1,2,68,3,3,2,1,1,6,6,2,15,0,0,0,0,0,4,4,2,1,5,10,3,5
1,1,20,3,4,3,1,7,7,3,3,15,1,0,0,0,0,4,5,1,5,4,5,5,4
0,1,40,2,4,4,5,5,5,5,2,15,0,1,0,0,0,4,2,1,4,3,10,4,2
1,1,49,4,6,3,3,7,6,6,2,15,1,0,0,0,0,5,3,1,4,4,8,4,4
1,2,47,3,6,4,3,7,6,4,3,17,1,0,0,0,0,3,5,2,5,4,7,4,4
1,1,69,2,3,1,2,7,5,4,4,15,0,0,0,0,1,3,3,2,5,5,10,4,4
1,2,28,3,4,4,3,7,7,6,5,15,0,1,0,0,0,3,3,1,3,2,10,2,3
1,1,68,4,4,3,1,7,6,6,4,15,0,0,0,0,1,4,5,1,5,5,9,3,5
1,1,20,3,7,3,6,4,6,4,2,15,0,0,0,1,0,2,3,2,3,4,4,5,2
1,2,70,4,1,4,2,7,7,6,4,15,0,0,0,0,0,5,5,2,5,5,8,3,4
0,2,68,1,2,3,5,5,7,7,3,15,0,0,0,0,0,3,2,3,4,2,6,2,3
0,2,66,2,4,3,5,7,7,5,2,15,1,0,0,0,0,2,2,1,3,3,6,3,3
0,1,66,4,6,4,7,6,7,5,2,13,0,1,1,0,0,2,1,1,2,2,4,2,3
0,1,61,5,5,1,5,1,5,7,5,15,0,0,0,0,0,4,3,1,4,4,5,2,3
1,2,22,4,4,4,5,6,6,6,4,15,1,0,0,0,0,3,4,1,2,4,10,4,4
1,2,63,5,1,2,2,7,4,3,3,19,0,0,0,0,1,4,4,2,5,5,7,5,5
0,1,33,4,6,2,5,1,5,5,5,15,0,0,0,1,0,1,1,1,1,1,0,1,3
0,2,25,4,3,4,4,5,6,4,4,15,0,1,1,0,0,2,2,1,3,2,2,2,3
1,2,26,3,1,1,1,7,7,7,4,15,0,0,0,0,1,5,5,1,5,5,10,4,5
1,2,26,4,1,5,4,5,4,3,2,15,0,0,0,0,0,2,2,1,2,3,6,3,4
1,1,41,3,6,2,4,7,5,4,2,15,1,0,0,0,0,4,4,1,5,5,5,3,4
0,2,22,3,1,4,2,3,5,6,4,15,0,0,0,0,0,2,2,1,2,2,3,2,3
1,1,57,2,4,3,4,7,7,5,4,19,0,0,0,0,0,3,2,1,4,4,7,3,3
1,1,20,3,4,4,1,7,7,6,3,11,0,0,0,0,1,5,4,1,5,5,8,5,5
0,2,56,2,7,4,6,7,7,3,2,14,1,0,0,0,0,3,2,1,2,2,3,2,3
0,2,35,3,4,3,7,7,7,4,3,15,0,0,0,0,0,3,4,3,3,3,10,3,2
1,1,46,2,7,2,5,7,7,2,2,15,1,0,0,0,0,4,4,1,4,4,5,4,4
1,2,50,2,4,3,1,6,7,7,5,15,0,0,0,0,0,4,3,2,4,3,9,3,5
1,2,40,1,4,3,2,5,6,4,4,20,0,1,0,0,0,3,3,1,4,4,4,2,4
1,1,34,2,3,4,1,6,1,5,4,15,0,0,0,0,1,5,4,1,5,5,9,4,5
1,1,69,0,2,2,1,5,5,7,4,21,0,0,0,1,0,4,3,2,5,4,5,3,2
1,2,50,3,4,3,1,7,4,6,4,15,0,0,0,0,1,5,2,1,5,5,10,4,4
1,2,49,1,1,2,1,7,7,7,5,15,0,0,0,0,0,4,5,3,5,4,5,3,3
0,1,49,2,4,3,2,7,4,7,5,15,0,1,0,0,0,4,2,1,3,4,5,3,3
1,2,75,5,6,3,5,7,7,3,3,15,1,0,0,0,0,4,4,1,5,5,10,5,5
1,2,71,1,2,3,4,6,6,4,3,16,1,0,0,0,0,4,3,2,5,5,7,4,4
0,2,18,3,5,3,7,7,7,7,4,15,0,1,0,0,0,2,2,1,1,1,5,1,3
1,2,41,4,3,3,1,3,4,7,4,24,0,0,0,0,0,4,3,1,5,5,9,2,5
0,2,63,2,8,3,5,6,6,4,2,15,1,0,0,0,0,3,3,2,3,3,10,3,2
0,1,24,4,1,2,4,4,4,5,3,15,0,1,1,0,0,2,2,1,4,4,5,2,4
0,2,50,5,7,3,5,7,7,7,5,15,0,1,0,0,0,3,3,1,5,3,6,3,3
1,1,60,4,7,3,4,1,4,6,4,15,0,0,0,0,0,3,3,1,1,3,6,3,4
0,2,69,3,3,3,4,7,7,3,4,15,0,1,0,0,0,3,1,1,3,2,2,2,3
0,1,69,0,4,2,5,7,6,3,4,15,0,1,0,0,0,3,2,1,4,3,7,3,3
0,2,19,4,3,4,5,6,7,5,4,15,0,1,0,0,0,3,2,1,3,3,5,2,3
1,2,61,2,3,3,3,7,7,3,2,20,1,0,0,0,0,4,2,1,5,5,6,4,4
1,2,57,3,2,2,7,7,7,6,4,15,0,0,0,0,1,4,4,3,5,5,8,3,4
1,1,79,2,3,3,2,7,6,5,2,16,1,0,0,0,0,4,3,3,5,4,10,3,4
1,1,60,4,5,3,1,7,7,4,1,15,1,0,0,0,0,2,3,1,4,5,10,2,5
1,1,55,2,5,2,2,1,7,7,5,15,0,0,0,0,1,5,4,2,5,5,5,4,4
0,1,49,4,4,2,5,1,3,6,5,15,0,1,0,0,0,2,2,2,2,2,6,2,4
0,2,36,4,8,4,5,7,7,3,2,15,1,0,0,0,0,2,2,1,4,2,5,2,3
1,2,52,2,1,3,1,7,7,6,4,15,0,0,0,0,1,4,3,3,5,5,6,4,5
0,2,45,4,5,3,1,7,7,2,3,15,1,0,0,0,0,3,3,3,4,3,5,3,3
0,2,69,2,4,3,4,5,5,6,4,18,0,1,0,0,0,3,2,1,2,2,7,2,4
0,2,67,5,4,3,5,7,6,3,2,15,1,0,0,0,0,3,3,1,2,3,5,3,2
0,1,64,2,3,2,7,7,7,3,5,15,0,1,0,0,0,1,1,1,1,1,5,1,2
1,2,60,0,1,2,1,1,1,7,5,15,0,0,0,1,0,4,4,2,4,4,8,3,4
0,1,40,3,3,2,2,7,4,5,2,19,1,0,0,0,0,2,3,1,5,5,10,2,4
0,1,68,2,2,1,5,7,7,7,3,15,1,0,0,0,0,4,2,1,5,4,5,3,3
0,1,37,5,4,2,5,6,6,3,4,15,0,0,0,0,0,2,2,1,4,2,4,2,3
1,1,57,2,4,3,1,7,7,6,4,15,0,0,0,0,1,5,5,1,5,5,10,3,5
1,1,69,0,6,4,1,7,7,5,4,20,0,0,0,0,1,4,4,1,5,4,5,4,4
0,2,61,4,2,3,6,4,6,4,4,15,0,1,0,0,0,2,3,1,2,2,5,2,4
0,1,68,4,7,3,5,6,6,2,1,16,1,0,0,0,0,2,2,1,3,4,5,2,4
1,2,66,3,4,2,3,7,7,7,4,15,0,0,0,0,0,5,5,1,5,5,10,3,5
0,1,31,4,3,2,3,4,7,6,5,15,0,1,0,0,0,2,2,1,3,2,7,2,3
1,2,20,4,4,4,2,6,6,3,2,12,1,0,0,0,0,4,4,1,4,4,7,3,5
1,2,35,3,2,2,1,3,6,5,3,15,0,0,0,0,1,3,3,1,5,5,10,3,5
0,2,34,5,4,3,3,1,5,4,3,15,0,1,0,0,0,2,2,1,3,3,4,1,5
0,2,41,5,4,3,4,4,4,7,4,15,0,0,0,0,0,3,3,3,3,3,5,3,3
0,1,43,2,5,2,7,1,2,6,5,15,0,0,0,1,0,2,1,1,2,1,5,1,3
1,2,62,0,4,2,1,7,7,3,5,15,0,0,0,0,0,4,3,3,4,4,7,3,4
1,1,21,3,4,3,4,7,6,5,4,16,0,0,0,0,0,5,2,1,4,4,2,3,5
0,2,70,3,2,3,6,7,6,2,2,15,1,0,0,0,0,2,2,1,4,2,3,3,4
0,1,68,0,3,3,2,1,5,3,2,15,1,0,0,0,0,3,4,1,3,3,7,3,4
1,1,64,3,3,2,3,3,3,4,2,15,0,1,1,0,0,2,2,2,4,2,5,2,4
0,1,55,4,7,3,4,6,5,6,2,15,1,0,0,0,0,3,2,1,5,4,8,3,4
1,2,49,4,5,2,2,7,6,4,3,15,1,0,0,0,0,4,4,1,4,4,7,3,5
1,1,58,0,2,2,1,7,7,7,4,15,0,0,0,0,1,5,5,3,5,3,10,3,5
1,2,42,2,4,1,2,7,7,5,4,15,0,0,0,0,0,3,5,1,5,5,8,3,4
0,1,69,3,4,2,7,1,1,7,5,14,0,0,0,1,0,1,1,1,1,3,0,1,5
0,1,55,4,7,3,3,1,7,5,4,15,0,1,1,0,0,3,2,1,4,2,5,3,4
1,2,71,5,4,3,4,1,5,2,5,15,0,0,0,1,0,4,3,1,5,4,7,3,4
1,1,68,2,4,2,1,1,5,6,5,15,0,0,0,1,0,4,5,1,5,5,1,4,4
1,1,69,4,6,3,2,6,6,4,3,15,1,0,0,0,0,4,3,2,5,4,10,3,4
0,2,27,4,6,2,5,5,5,4,4,15,0,1,0,0,0,3,3,1,3,3,5,2,4
0,2,45,4,2,3,5,6,7,3,5,15,0,1,0,0,0,2,1,1,4,2,4,2,3
1,2,56,1,4,2,2,7,4,6,4,15,0,0,0,0,0,3,4,1,5,4,10,5,5
0,1,52,2,4,1,7,1,2,7,5,21,0,0,0,1,0,2,1,1,2,2,1,2,3
1,2,62,3,1,1,4,1,6,7,5,15,0,0,0,0,0,4,4,2,5,5,5,3,3
1,2,68,1,2,3,3,5,7,3,3,16,1,0,0,0,0,4,4,2,4,5,6,3,4
1,1,77,2,2,3,1,7,7,6,4,15,0,0,0,0,1,4,3,2,5,5,8,4,4
1,2,62,2,4,1,1,7,1,7,5,15,0,0,0,0,1,5,3,2,5,5,10,3,4
0,1,54,2,6,4,4,6,6,3,2,15,1,0,0,0,0,4,2,1,5,4,10,3,1
0,2,38,4,7,1,6,6,7,3,5,15,0,1,1,0,0,1,1,1,2,1,3,1,3
0,2,20,3,1,4,5,4,5,5,4,15,0,1,0,0,0,2,2,1,4,2,3,2,4
0,1,51,2,4,1,7,1,7,6,5,15,0,1,0,0,0,2,2,1,3,2,5,4,3
1,1,41,4,7,2,1,5,5,7,5,15,0,0,0,0,0,5,3,2,5,5,10,3,4
0,1,20,4,4,3,3,1,5,5,3,15,0,0,0,0,0,3,3,3,3,3,5,3,3
1,1,43,4,4,3,1,7,1,4,4,15,1,0,0,0,0,5,5,1,5,5,9,2,4
1,2,71,4,3,3,1,7,7,7,3,15,0,0,0,0,1,5,5,1,5,5,10,5,4
0,2,68,4,2,3,4,3,5,6,5,15,0,0,0,0,0,3,3,1,1,2,4,2,4
1,2,35,3,4,2,4,7,7,6,3,15,0,0,0,0,1,3,3,3,4,4,10,4,4
0,2,52,0,4,4,1,1,7,4,4,20,0,1,0,0,0,3,3,3,3,3,10,3,1
1,1,22,4,4,4,2,6,6,6,2,15,0,0,0,0,1,3,3,1,5,5,8,5,5
0,1,74,3,4,4,5,7,7,3,2,15,1,0,0,0,0,2,2,2,4,3,6,3,4
1,2,58,0,1,2,1,7,7,3,5,15,0,1,0,0,0,5,5,3,5,5,5,3,5
0,1,28,5,4,1,4,4,4,6,5,15,0,1,0,0,0,2,4,1,2,1,5,1,3
1,2,56,2,2,4,2,6,6,6,2,15,1,0,0,0,0,3,4,3,3,4,4,3,3
0,1,18,2,4,4,3,5,5,4,2,15,0,0,0,0,0,2,4,1,3,1,6,3,4
1,2,71,5,4,3,2,7,7,5,3,15,0,0,0,0,0,5,4,2,5,5,10,4,4
1,1,24,4,3,1,5,7,7,5,5,15,0,1,0,0,0,4,3,1,5,4,6,4,1
0,2,43,4,4,3,4,7,7,3,2,15,1,0,0,0,0,2,2,1,4,2,5,3,4
0,1,68,5,7,4,7,5,7,3,4,12,0,1,1,0,0,1,1,1,4,2,6,2,4
1,2,52,3,2,2,1,7,5,7,5,15,0,0,0,0,1,5,3,3,5,5,10,3,5
0,1,44,4,4,4,7,1,7,7,4,15,0,0,0,0,0,2,2,1,2,2,0,3,4
0,2,28,3,2,2,4,4,4,7,5,24,0,1,0,0,0,2,3,1,1,2,4,3,3
0,1,67,3,6,2,4,6,6,5,5,15,0,1,1,0,0,2,2,1,4,4,4,2,3
1,2,59,2,2,4,1,7,4,7,5,23,0,0,0,0,1,4,3,2,5,5,10,4,5
0,2,26,4,7,4,5,5,5,5,2,15,0,0,0,0,0,2,2,1,2,2,4,3,3
0,2,44,2,2,2,1,1,7,4,2,15,0,0,0,0,0,1,3,3,5,4,5,3,1
0,1,61,1,4,3,5,7,6,3,5,18,0,1,0,0,0,2,1,1,2,2,6,2,3
1,1,30,2,4,4,4,6,5,5,3,15,0,1,0,0,0,4,2,1,4,5,5,3,5
1,2,63,2,4,2,5,7,7,3,4,19,0,0,0,0,0,3,2,1,4,4,3,4,4
1,2,71,3,5,5,1,7,5,4,3,18,1,0,0,0,0,4,3,1,5,5,8,5,3
0,2,62,5,4,4,5,7,5,5,3,15,1,0,0,0,0,3,3,1,2,2,3,2,3
0,2,23,4,7,3,5,6,5,3,2,15,1,0,0,0,0,2,2,1,2,2,4,2,4
1,2,23,4,5,3,1,4,7,4,4,15,0,0,0,0,0,4,4,1,5,5,6,3,5
0,2,25,5,4,3,4,1,4,6,2,15,0,1,0,0,0,2,2,1,2,2,4,2,3
0,1,19,3,8,4,5,6,7,5,5,15,0,1,0,0,0,2,1,1,2,1,3,1,4
0,2,64,1,6,1,1,3,4,7,3,15,0,0,0,1,0,3,3,3,3,3,5,3,3
1,1,69,3,4,5,3,6,6,6,3,15,1,0,0,0,0,3,3,1,4,4,5,3,4
1,1,59,4,3,3,1,4,5,4,3,15,1,0,0,0,0,4,5,1,5,4,8,3,4
0,1,28,5,3,3,6,1,2,3,5,15,0,0,0,1,0,2,1,1,2,3,2,2,3
0,1,51,2,7,3,5,7,7,3,2,18,1,0,0,0,0,3,3,1,4,3,5,3,3
0,1,68,3,2,3,6,7,7,2,4,15,0,1,0,0,0,2,2,2,3,3,4,2,3
0,1,18,3,4,4,3,4,4,5,4,15,0,1,0,0,0,3,2,1,2,1,1,2,4
1,1,28,4,8,2,4,6,6,5,3,15,0,0,0,0,0,3,4,1,4,4,4,3,4
1,2,52,2,2,4,1,7,7,7,5,23,0,0,0,0,1,5,4,1,5,4,10,4,5
0,2,25,3,4,4,5,5,5,6,5,15,0,1,0,0,0,2,2,1,2,1,2,2,3
1,2,46,4,3,4,4,4,4,5,4,18,0,1,1,0,0,3,3,2,3,4,7,3,5
1,1,86,4,3,4,4,7,7,5,3,16,0,0,0,0,1,4,4,1,5,4,7,3,4
1,2,42,2,3,3,2,7,7,6,2,15,1,0,0,0,0,3,3,3,4,4,10,3,4
1,1,37,5,6,5,1,3,5,7,2,15,1,0,0,0,0,3,4,1,2,4,3,3,3
1,2,31,4,4,2,4,2,5,6,3,15,0,0,0,0,1,3,4,1,5,2,3,3,4
1,2,66,2,2,3,1,7,7,6,2,15,1,0,0,0,0,4,2,1,4,5,4,4,3
1,2,71,5,5,2,5,7,7,6,5,15,0,1,0,0,0,3,2,1,4,5,7,4,4
0,2,61,2,4,3,6,4,7,2,3,15,0,0,0,0,0,2,1,1,2,3,5,2,3
1,1,25,4,3,2,1,1,2,7,5,15,0,0,0,0,1,5,5,1,5,5,10,5,4
1,2,69,0,4,2,1,7,7,7,4,23,0,0,0,0,1,4,3,1,5,4,10,3,4
1,2,37,5,4,3,3,7,7,3,3,15,0,0,0,0,1,3,3,2,3,3,5,3,4
0,1,37,4,4,2,3,7,7,5,4,14,0,1,0,0,0,3,2,1,4,2,6,2,3
1,1,46,3,3,3,1,7,5,7,2,17,1,0,0,0,0,5,2,1,5,5,10,4,5
1,2,40,3,3,3,3,7,6,7,5,15,0,1,0,0,0,3,4,1,2,2,5,3,4
1,1,51,3,3,2,3,5,7,3,2,15,1,0,0,0,0,4,2,1,4,4,10,3,5
1,2,43,4,4,3,4,1,6,6,5,17,0,0,0,0,0,4,3,1,4,5,7,4,4
0,1,52,2,3,3,4,4,4,4,3,15,0,1,0,0,0,2,2,1,3,2,5,3,3
1,2,67,3,4,2,1,1,5,3,3,15,0,0,0,0,1,5,5,2,5,5,10,5,5
1,1,32,4,5,3,2,4,5,7,2,15,0,1,1,0,0,4,4,2,5,4,10,3,4
0,1,41,3,1,1,7,3,1,5,4,15,0,1,0,0,0,1,1,1,1,1,4,2,3
0,2,35,4,4,2,5,6,6,4,4,15,0,1,0,0,0,3,3,3,3,3,5,3,3
0,1,21,3,4,2,5,6,6,6,5,18,0,1,0,0,0,1,1,1,4,1,5,1,4
0,1,61,2,2,2,6,1,4,6,5,20,0,1,0,0,0,2,1,3,3,1,2,2,3
1,1,47,2,6,2,1,1,1,7,4,20,0,0,0,1,0,3,2,1,2,4,6,3,4
1,2,72,5,1,4,1,7,7,6,4,15,0,0,0,0,0,5,4,3,4,4,10,3,4
1,1,37,3,5,3,3,7,6,6,2,15,0,0,0,0,1,2,1,1,5,2,9,4,4
1,2,21,2,4,1,2,7,7,7,4,15,0,0,0,0,0,4,4,3,4,4,8,3,5
0,2,35,5,7,3,2,3,5,5,4,15,0,1,0,0,0,2,2,1,2,2,3,2,3
1,1,73,3,4,3,2,7,5,2,2,15,1,0,0,0,0,5,3,1,5,5,10,5,5
0,2,23,2,8,4,7,7,7,3,5,15,0,1,0,0,0,2,1,1,1,2,0,2,3
1,2,39,4,3,3,4,7,7,5,5,15,0,0,0,0,1,4,3,3,5,5,10,3,4
0,2,58,0,2,1,3,3,7,7,4,21,0,1,0,0,0,3,2,1,4,2,6,2,3
1,1,62,3,4,3,2,7,5,6,4,15,0,0,0,0,1,4,4,1,5,4,7,3,4
1,1,66,4,4,3,1,1,7,7,3,15,1,0,0,0,0,4,4,2,5,4,10,3,4
1,2,70,2,1,1,4,7,7,5,5,15,0,1,0,0,0,3,3,2,5,5,10,3,4
0,1,50,2,6,3,2,6,7,5,2,15,0,1,1,0,0,3,3,1,5,4,5,3,2
1,1,75,0,2,4,1,3,6,3,2,15,1,0,0,0,0,4,3,2,5,5,10,4,5
1,2,69,1,3,4,4,6,6,4,4,15,0,1,0,0,0,4,4,1,2,4,5,3,5
0,2,68,5,3,3,4,1,2,5,4,18,0,0,0,1,0,2,2,1,3,2,4,2,3
1,1,43,0,2,1,1,7,7,7,4,15,0,0,0,0,0,4,4,2,5,5,10,3,5
0,1,54,2,6,3,4,1,4,5,2,15,1,0,0,0,0,2,3,1,5,4,5,4,3
0,1,78,3,3,4,5,1,5,3,2,15,1,0,0,0,0,2,2,3,3,2,6,2,3
0,1,55,3,2,3,5,3,5,6,5,15,0,0,0,0,0,2,2,1,2,2,6,2,3
1,1,42,4,7,2,4,7,7,3,3,15,0,0,0,0,0,4,3,1,4,5,9,4,5
1,2,60,4,7,5,3,7,5,3,2,15,1,0,0,0,0,3,3,1,4,4,7,3,4
0,1,24,3,5,3,3,7,4,4,3,15,0,1,0,0,0,2,2,1,3,4,4,2,3
0,1,72,0,3,3,5,7,6,4,2,15,0,1,0,0,0,5,2,1,2,2,10,2,3
0,1,41,5,6,2,5,6,5,4,4,11,0,0,0,0,0,2,1,1,2,1,5,3,3
1,1,36,1,3,3,5,5,5,4,3,15,0,0,0,0,0,3,3,3,3,3,5,3,3
0,2,72,2,3,3,1,1,5,3,2,15,1,0,0,0,0,2,1,1,3,2,3,1,3
1,2,79,2,4,2,4,7,7,3,3,15,1,0,0,0,0,4,3,2,3,4,3,3,4
0,1,33,3,4,4,7,7,7,7,2,21,0,1,0,0,0,2,4,1,4,2,6,4,3
1,1,45,2,5,2,2,7,4,6,4,24,0,1,0,0,0,4,3,2,4,3,7,3,3
1,2,43,4,7,3,4,7,7,3,2,15,1,0,0,0,0,4,4,1,3,4,6,3,4
1,2,62,1,3,1,1,7,1,7,5,15,0,0,0,0,1,4,3,3,4,5,10,3,4
1,2,42,3,4,1,1,7,7,7,5,15,0,0,0,0,0,3,3,2,5,5,10,3,5
0,1,50,1,4,3,4,4,5,5,5,15,0,1,0,0,0,2,2,1,3,4,5,2,4
0,1,75,5,5,2,6,7,5,5,4,15,0,1,0,0,0,2,2,1,4,4,3,2,4
0,2,56,5,5,2,6,1,7,4,4,15,0,1,0,0,0,2,2,1,2,2,5,2,3
0,2,42,4,3,3,7,2,2,4,3,15,1,0,0,0,0,4,2,2,3,3,1,3,4
1,1,83,4,4,2,1,7,7,6,4,15,0,0,0,0,1,5,3,2,5,5,8,4,4
0,1,39,4,6,4,4,7,7,5,3,15,0,0,0,0,0,1,1,1,2,2,6,2,4
0,1,66,4,4,3,6,5,5,3,4,15,0,1,1,0,0,2,1,1,2,1,3,2,2
0,1,61,4,5,3,7,1,7,4,5,15,0,1,0,0,0,2,2,1,1,1,5,1,4
1,1,71,2,2,2,1,1,1,6,5,15,0,0,0,1,0,3,3,2,5,5,9,2,1
1,1,68,0,3,4,1,7,7,4,2,15,1,0,0,0,0,5,5,3,5,5,10,4,5
1,2,65,0,1,3,1,7,7,5,4,15,0,1,0,0,0,4,3,1,5,4,3,3,3
0,1,60,4,6,3,2,7,4,5,2,15,1,0,0,0,0,3,2,1,4,2,7,2,4
1,1,66,4,4,3,2,1,7,3,2,20,1,0,0,0,0,5,5,3,5,5,10,4,4
1,2,46,5,8,3,4,7,7,4,2,16,1,0,0,0,0,3,2,1,4,4,5,3,4
1,2,64,0,2,2,4,6,5,4,4,15,0,0,0,0,1,4,4,2,4,3,9,3,4
1,1,44,4,1,3,7,7,7,2,2,15,0,1,0,0,0,2,4,1,3,2,3,3,4
0,2,44,4,6,3,4,7,7,2,2,14,1,0,0,0,0,3,3,1,3,2,5,3,3
0,2,61,4,6,3,6,5,7,3,5,12,0,1,0,0,0,3,2,1,3,2,4,2,3
0,1,71,3,6,2,7,7,7,4,2,15,1,0,0,0,0,2,1,1,3,2,4,2,4
0,1,20,3,4,3,5,5,5,5,3,15,0,1,1,0,0,2,2,1,2,2,5,2,4
0,2,25,4,4,3,5,2,6,6,2,15,0,0,0,0,0,2,3,1,1,2,3,3,3
1,1,67,0,3,4,1,7,1,7,2,15,1,0,0,0,0,3,3,2,5,5,10,3,5
0,1,18,3,1,3,3,6,6,5,3,15,0,0,0,0,0,3,2,1,3,2,5,3,4
0,2,18,3,4,3,5,4,6,4,2,15,0,1,0,0,0,2,1,1,2,4,3,2,4
1,2,38,4,4,3,5,7,7,4,2,15,0,0,0,0,0,3,2,3,5,4,8,4,4
0,2,46,2,4,2,4,4,4,7,5,15,0,1,0,0,0,2,1,1,1,1,0,2,3
0,1,38,4,4,3,2,5,4,6,4,15,0,1,0,0,0,3,3,3,3,3,5,3,3
1,2,43,1,1,1,1,7,7,6,5,15,0,0,0,0,0,5,5,3,5,5,10,5,5
0,2,61,4,4,3,5,4,5,4,5,15,0,1,0,0,0,2,1,2,2,1,3,2,3
1,2,67,0,4,3,1,7,7,7,5,15,0,1,0,0,0,4,3,3,5,4,10,3,3
1,1,79,4,3,2,1,7,7,6,4,15,0,0,0,0,1,3,3,2,5,4,8,4,5
1,2,39,4,3,3,2,5,5,6,4,15,0,0,0,0,0,4,4,1,4,4,5,3,4
1,2,56,1,5,4,2,7,7,4,2,15,1,0,0,0,0,4,3,1,5,4,5,3,4
1,2,59,5,4,2,4,4,4,4,2,15,1,0,0,0,0,4,4,1,5,4,2,4,4
0,2,70,3,4,3,3,7,5,6,4,15,0,0,0,0,0,4,2,1,4,4,7,4,5
1,1,59,2,6,3,4,7,5,6,3,17,0,0,0,0,0,3,3,1,4,4,5,3,4
0,1,53,4,2,3,5,4,5,6,4,15,0,1,0,0,0,2,2,1,2,2,5,3,3
1,1,36,4,4,3,1,5,5,5,4,15,0,0,0,0,1,4,5,3,5,4,8,4,3
0,1,75,0,2,2,7,1,5,4,4,19,0,1,0,0,0,3,1,1,3,2,3,2,4
0,1,39,4,5,4,6,4,4,3,5,15,0,1,0,0,0,2,2,1,2,2,0,3,3
